Cell_ID,Degradation_State,0,1,2,3,4,5,6
35C02,II,57435.70612,4.0,0.08153,1.14165,0.33771,1.19055,-16.47862
35C02,II,57452.80412,4.0,0.06443,0.99691,0.35168,1.05712,-19.43108
35C02,II,57474.39012,4.0,0.05102,0.84943,0.23282,0.88076,-15.32784
35C02,II,57501.63312,4.0,0.04042,0.81778,0.01143,0.81786,-0.80094
35C02,II,57536.12812,4.0,0.03192,0.96753,-0.22762,0.99394,13.23875
35C02,II,57579.67512,4.0,0.02528,1.30139,-0.34409,1.34611,14.81026
35C02,II,57634.74013,4.0,0.01999,1.72246,-0.24012,1.73912,7.93609
35C02,II,73574.83703,5.0,20004.453,0.49905,-0.01706,0.49934,1.95826
35C02,II,73574.98003,5.0,15829.126,0.50769,-0.00275,0.5077,0.31077
35C02,II,73575.12203,5.0,12516.703,0.51494,0.00986,0.51504,-1.09679
35C02,II,73575.26403,5.0,9909.4424,0.52246,0.01874,0.5228,-2.05378
35C02,II,73575.42803,5.0,7835.48,0.52874,0.02846,0.52951,-3.08127
35C02,II,73575.62903,5.0,6217.2461,0.53696,0.03606,0.53817,-3.84224
35C02,II,73575.86703,5.0,4905.291,0.54475,0.04293,0.54644,-4.50604
35C02,II,73576.10503,5.0,3881.2737,0.55329,0.04813,0.55538,-4.97188
35C02,II,73576.34403,5.0,3070.9827,0.562,0.05296,0.56449,-5.38353
35C02,II,73576.58203,5.0,2430.7778,0.57146,0.0591,0.57451,-5.90458
35C02,II,73576.82003,5.0,1923.1537,0.58168,0.0643,0.58522,-6.30801
35C02,II,73577.05803,5.0,1522.4358,0.59161,0.0682,0.59553,-6.57571
35C02,II,73577.29603,5.0,1203.8446,0.60432,0.07426,0.60887,-7.0056
35C02,II,73577.53503,5.0,952.86591,0.61564,0.07898,0.62069,-7.31045
35C02,II,73577.77303,5.0,754.27557,0.62748,0.0841,0.63309,-7.63389
35C02,II,73578.01003,5.0,596.71857,0.64076,0.08884,0.64689,-7.8933
35C02,II,73578.24803,5.0,471.96338,0.65424,0.091,0.66054,-7.91882
35C02,II,73578.48703,5.0,373.20856,0.66912,0.09643,0.67603,-8.20074
35C02,II,73578.72403,5.0,295.47278,0.68225,0.10015,0.68956,-8.35094
35C02,II,73578.96403,5.0,233.87738,0.69824,0.10336,0.70585,-8.42065
35C02,II,73579.20203,5.0,185.05922,0.71216,0.10708,0.72017,-8.55066
35C02,II,73579.43803,5.0,146.35823,0.72916,0.11182,0.73768,-8.71827
35C02,II,73579.67403,5.0,115.77804,0.74459,0.11693,0.75372,-8.92466
35C02,II,73579.90903,5.0,91.6721,0.76249,0.12184,0.77217,-9.07829
35C02,II,73580.15403,5.0,72.51701,0.77759,0.12916,0.78824,-9.43108
35C02,II,73580.38303,5.0,57.36816,0.7973,0.13288,0.8083,-9.462
35C02,II,73580.62003,5.0,45.3629,0.81742,0.13978,0.82929,-9.70349
35C02,II,73580.85203,5.0,35.93134,0.84136,0.15093,0.85479,-10.1698
35C02,II,73581.10203,5.0,28.40909,0.86495,0.16014,0.87965,-10.48947
35C02,II,73581.31703,5.0,22.48202,0.89398,0.16659,0.90937,-10.55598
35C02,II,73581.58203,5.0,17.79613,0.92991,0.1702,0.94536,-10.3717
35C02,II,73581.83403,5.0,14.06813,0.9594,0.1611,0.97283,-9.53198
35C02,II,73582.05003,5.0,11.1448,0.99072,0.16445,1.00427,-9.42484
35C02,II,73582.31703,5.0,8.81772,1.0149,0.14442,1.02513,-8.09871
35C02,II,73582.49603,5.0,6.97545,1.05127,0.13135,1.05944,-7.12194
35C02,II,73582.71403,5.0,5.5173,1.07355,0.1311,1.08153,-6.96235
35C02,II,73582.98303,5.0,4.36941,1.07621,0.11916,1.08279,-6.31803
35C02,II,73583.31803,5.0,3.45686,1.08225,0.09228,1.08618,-4.87374
35C02,II,73583.73703,5.0,2.73547,1.09761,0.06459,1.0995,-3.36752
35C02,II,73584.26203,5.0,2.16054,1.12481,0.04845,1.12585,-2.46648
35C02,II,73584.92103,5.0,1.70952,1.14876,0.05393,1.15003,-2.68773
35C02,II,73585.75003,5.0,1.35352,1.15547,0.07284,1.15776,-3.60729
35C02,II,73586.79303,5.0,1.07079,1.14062,0.09003,1.14417,-4.5132
35C02,II,73588.10703,5.0,0.84734,1.10919,0.0905,1.11287,-4.66468
35C02,II,73589.76203,5.0,0.67072,1.08234,0.0706,1.08464,-3.73186
35C02,II,73591.85103,5.0,0.53067,1.07139,0.02702,1.07173,-1.44443
35C02,II,73594.48803,5.0,0.41976,1.09396,-0.01903,1.09413,0.99633
35C02,II,73597.81904,5.0,0.33183,1.14764,-0.04283,1.14844,2.13707
35C02,II,73602.02504,5.0,0.26261,1.21521,-0.02296,1.21543,1.0825
35C02,II,73607.33304,5.0,0.20791,1.2672,0.04225,1.26791,-1.90954
35C02,II,73614.03704,5.0,0.16452,1.27188,0.1417,1.27975,-6.35723
35C02,II,73622.51404,5.0,0.13007,1.21366,0.24065,1.23729,-11.21554
35C02,II,73633.20404,5.0,0.10309,1.09772,0.29145,1.13575,-14.8691
35C02,II,73646.71804,5.0,0.08153,0.96306,0.25695,0.99675,-14.93885
35C02,II,73663.81604,5.0,0.06443,0.87482,0.15484,0.88841,-10.03731
35C02,II,73685.40204,5.0,0.05102,0.8811,-0.04068,0.88204,2.64357
35C02,II,73712.64505,5.0,0.04042,1.05125,-0.22502,1.07507,12.08172
35C02,II,73747.14005,5.0,0.03192,1.36067,-0.27153,1.38749,11.28538
35C02,II,73790.68706,5.0,0.02528,1.70375,-0.11024,1.70731,3.70219
35C02,II,73845.75206,5.0,0.01999,1.919,0.26024,1.93657,-7.72282
35C02,II,89691.17817,6.0,20004.453,0.50003,-0.01768,0.50035,2.02443
35C02,II,89691.32117,6.0,15829.126,0.50559,-0.00188,0.50559,0.21314
35C02,II,89691.46317,6.0,12516.703,0.51319,0.01034,0.51329,-1.15423
35C02,II,89691.60517,6.0,9909.4424,0.5205,0.02232,0.52098,-2.45545
35C02,II,89691.76917,6.0,7835.48,0.52802,0.02882,0.52881,-3.12447
35C02,II,89691.97017,6.0,6217.2461,0.53567,0.03629,0.53689,-3.87606
35C02,II,89692.20817,6.0,4905.291,0.54365,0.04315,0.54536,-4.53791
35C02,II,89692.44717,6.0,3881.2737,0.55234,0.04765,0.55439,-4.93073
35C02,II,89692.68517,6.0,3070.9827,0.56105,0.05451,0.56369,-5.54892
35C02,II,89692.92317,6.0,2430.7778,0.57035,0.05969,0.57347,-5.97465
35C02,II,89693.16117,6.0,1923.1537,0.5806,0.065,0.58423,-6.38757
35C02,II,89693.39917,6.0,1522.4358,0.59071,0.07009,0.59485,-6.76701
35C02,II,89693.63717,6.0,1203.8446,0.60149,0.07465,0.60611,-7.07507
35C02,II,89693.87617,6.0,952.86591,0.61332,0.07801,0.61826,-7.2491
